,natureza_acidente,bairro,tipo,condicao_via,dia_da_semana,mes,hora_bruta
1603,1,85,0,4,5,5,19
1604,1,1,0,4,5,5,21
1605,0,55,11,4,5,5,21
1606,0,35,12,4,6,5,9
1607,1,75,12,4,6,5,10
1608,1,69,0,4,6,5,13
1609,0,24,10,4,6,5,14
1610,0,45,11,4,6,5,18
1611,1,53,0,0,6,5,20
1612,0,51,9,0,0,5,6
1613,0,78,12,0,0,5,6
1614,0,50,0,0,0,5,6
1615,1,49,11,0,0,5,7
1616,1,20,1,4,0,5,7
1617,0,78,0,0,0,5,8
1618,1,81,0,4,0,5,10
1619,1,49,0,0,0,5,15
1620,1,78,12,4,0,5,18
1621,0,12,3,4,1,5,8
1622,0,23,8,4,1,5,9
1623,1,73,1,4,1,5,9
1624,1,42,0,4,1,5,9
1625,0,12,0,4,1,5,12
1626,0,78,1,4,1,5,13
1627,1,49,0,4,1,5,13
1628,0,49,0,4,1,5,13
1629,1,45,0,4,1,5,13
1630,1,78,0,4,1,5,14
1631,0,34,12,4,2,5,6
1632,0,85,1,4,1,5,17
1633,1,8,1,4,2,5,1
1634,1,1,0,0,2,5,7
1635,1,14,12,0,2,5,7
1636,0,19,12,2,2,5,8
1637,0,73,1,4,2,5,8
1638,0,23,1,0,2,5,9
1639,1,75,12,4,2,5,10
1640,0,37,5,0,2,5,11
1641,1,72,1,0,2,5,11
1642,1,12,0,4,2,5,15
1643,0,90,3,0,3,5,7
1644,1,34,12,4,3,5,8
1645,1,12,8,4,3,5,8
1646,0,87,3,4,3,5,8
1647,1,12,0,4,3,5,9
1648,1,69,0,4,3,5,11
1649,0,69,0,0,3,5,12
1650,0,83,0,0,3,5,12
1651,1,81,0,4,3,5,12
1652,0,12,1,4,3,5,15
1653,0,79,5,4,3,5,17
1654,0,15,12,4,3,5,17
1655,1,55,12,4,3,5,18
1656,0,53,3,4,3,5,18
1657,1,15,0,4,4,5,6
1658,0,13,3,4,4,5,8
1659,1,39,0,4,4,5,10
1660,0,1,12,4,4,5,11
1661,0,78,0,4,4,5,11
1662,0,35,1,4,4,5,12
1663,1,9,0,4,4,5,12
1664,1,31,8,4,4,5,12
1665,1,45,0,4,4,5,13
1666,1,78,1,4,4,5,14
1667,0,87,0,0,4,5,14
1668,1,9,0,4,4,5,15
1669,1,1,0,4,4,5,17
1670,0,71,1,4,4,5,17
1671,1,10,0,4,4,5,18
1672,1,10,0,4,4,5,20
1673,1,34,0,0,5,6,1
1674,1,81,0,4,5,6,3
1675,0,48,12,4,5,6,9
1676,0,90,0,4,5,6,10
1677,1,90,0,4,5,6,10
1678,1,12,1,4,5,6,12
1679,0,49,1,4,5,6,12
1680,0,6,12,4,5,6,14
1681,1,64,0,4,5,6,16
1682,1,67,0,4,6,6,8
1683,0,84,0,4,6,6,9
1684,0,12,14,4,6,6,9
1685,0,37,1,4,6,6,15
1686,0,74,7,4,6,6,18
1687,0,49,9,4,6,6,19
1688,0,21,10,4,6,6,19
1689,0,8,0,4,6,6,21
1690,1,37,12,4,0,6,6
1691,0,13,1,4,0,6,14
1692,1,20,0,4,0,6,15
1693,1,12,12,4,0,6,15
1694,0,89,11,4,0,6,16
1695,1,75,12,4,0,6,18
1696,0,78,1,4,0,6,19
1697,0,31,7,0,1,6,3
1698,1,87,12,4,1,6,6
1699,0,12,1,0,1,6,7
1700,1,58,0,4,1,6,9
1701,0,45,10,4,1,6,9
1702,1,12,12,4,1,6,9
1703,0,13,3,4,1,6,10
1704,1,87,1,4,1,6,12
1705,1,12,12,4,1,6,12
1706,1,1,0,4,1,6,12
1707,1,81,12,4,1,6,15
1708,1,81,12,4,1,6,16
1709,0,39,10,4,1,6,16
1710,1,39,0,4,1,6,16
1711,0,45,3,4,1,6,16
1712,1,81,0,4,1,6,17
1713,0,92,0,4,1,6,17
1714,1,49,0,4,1,6,18
1715,0,84,7,4,1,6,21
1716,1,69,0,4,1,6,22
1717,1,57,12,4,2,6,0
1718,0,81,12,0,2,6,7
1719,0,58,12,0,2,6,8
1720,1,66,12,0,2,6,8
1721,1,87,0,4,2,6,9
1722,1,63,0,4,2,6,9
1723,1,39,0,4,2,6,9
1724,0,10,0,4,2,6,11
1725,1,13,12,0,2,6,12
1726,0,23,1,4,2,6,13
1727,1,13,0,4,2,6,14
1728,0,58,12,4,2,6,15
1729,0,10,0,4,2,6,16
1730,1,73,1,4,2,6,17
1731,1,46,0,4,2,6,17
1732,0,49,4,4,2,6,18
1733,0,73,0,4,2,6,18
1734,0,50,3,4,2,6,20
1735,0,13,1,4,3,6,6
1736,0,55,0,4,3,6,6
1737,0,92,0,4,3,6,9
1738,1,51,0,4,3,6,9
1739,1,69,12,4,3,6,9
1740,1,67,0,4,3,6,11
1741,0,13,0,4,3,6,12
1742,1,13,0,4,3,6,12
1743,0,37,3,4,3,6,13
1744,1,86,12,4,3,6,13
1745,1,69,12,4,3,6,14
1746,0,24,1,4,3,6,15
1747,0,50,1,4,3,6,16
1748,0,49,1,4,3,6,17
1749,0,22,1,4,3,6,18
1750,1,19,12,4,3,6,22
1751,0,57,9,4,4,6,5
1752,0,25,10,4,4,6,7
1753,1,34,0,4,4,6,8
1754,1,12,0,4,4,6,9
1755,0,31,1,4,4,6,10
1756,0,49,12,4,4,6,12
1757,1,81,0,4,4,6,12
1758,0,40,8,4,4,6,13
1759,1,42,12,4,4,6,14
1760,0,1,1,4,4,6,14
1761,0,1,9,4,4,6,14
1762,1,42,12,4,4,6,15
1763,1,10,12,4,4,6,16
1764,1,1,0,4,4,6,19
1765,1,81,1,4,4,6,20
1766,0,11,12,4,5,6,6
1767,1,13,1,4,5,6,8
1768,1,1,0,4,5,6,12
1769,0,78,0,4,5,6,12
1770,0,11,0,4,5,6,13
1771,0,49,1,4,5,6,14
1772,1,43,7,0,6,6,4
1773,0,12,12,4,6,6,5
1774,1,36,0,4,6,6,10
1775,1,57,12,4,6,6,16
1776,0,6,10,4,6,6,16
1777,1,50,12,4,6,6,17
1778,0,90,12,4,6,6,18
1779,0,23,0,4,0,6,7
1780,0,78,0,4,0,6,8
1781,1,9,0,4,0,6,8
1782,0,1,10,4,0,6,12
1783,0,39,1,4,0,6,12
1784,1,31,0,4,0,6,15
1785,1,51,0,4,0,6,16
1786,0,34,3,4,0,6,17
1787,1,11,0,4,0,6,17
1788,0,13,12,4,0,6,18
1789,1,92,0,4,0,6,19
1790,0,25,0,4,0,6,20
1791,0,34,5,4,1,6,1
1792,0,92,0,4,1,6,8
1793,1,81,1,4,1,6,12
1794,1,31,12,4,1,6,13
1795,0,15,1,4,1,6,14
1796,1,66,0,4,1,6,15
1797,1,51,0,4,1,6,17
1798,1,46,12,4,1,6,18
1799,0,39,0,4,1,6,18
1800,1,23,0,4,1,6,18
1801,1,25,0,4,1,6,18
1802,1,45,11,4,2,6,0
1803,1,7,8,4,2,6,7
1804,1,58,0,4,2,6,7
1805,1,31,1,4,2,6,8
1806,1,10,12,4,2,6,9
1807,0,83,0,4,2,6,10
1808,0,23,1,4,2,6,11
1809,0,92,1,4,2,6,12
1810,0,13,1,4,2,6,13
1811,1,79,0,4,2,6,14
1812,1,13,1,4,2,6,15
1813,1,73,1,4,2,6,18
1814,0,49,12,0,2,6,19
1815,1,24,12,4,2,6,20
1816,1,13,0,0,3,6,8
1817,1,12,1,0,3,6,8
1818,0,11,12,0,3,6,10
1819,1,51,0,0,3,6,11
1820,0,49,1,0,3,6,14
1821,0,8,0,0,3,6,17
1822,2,66,3,0,3,6,17
1823,1,64,7,0,3,6,23
1824,1,12,12,4,4,6,6
1825,1,81,0,4,4,6,6
1826,1,15,0,4,4,6,7
1827,1,13,12,4,4,6,8
1828,0,25,0,4,4,6,9
1829,0,49,0,4,4,6,10
1830,0,28,3,4,4,6,10
1831,1,8,1,4,4,6,13
1832,1,12,0,4,4,6,13
1833,1,78,0,4,4,6,14
1834,0,78,5,4,4,6,15
1835,1,58,1,4,4,6,19
1836,0,31,10,4,5,6,15
1837,0,85,3,4,5,6,19
1838,0,53,3,4,6,6,0
1839,1,13,8,0,6,6,4
1840,1,9,12,0,6,6,8
1841,1,85,12,0,6,6,9
1842,0,67,0,0,6,6,10
1843,1,23,0,0,6,6,12
1844,0,24,2,0,6,6,18
1845,0,12,0,0,6,6,21
1846,0,49,1,0,6,6,22
1847,1,13,12,0,0,6,7
1848,1,31,12,0,0,6,8
1849,0,67,12,0,0,6,8
1850,0,58,8,0,0,6,11
1851,1,74,12,0,0,6,16
1852,0,56,11,0,0,6,19
1853,0,12,11,0,0,6,20
1854,1,13,1,0,0,6,21
1855,1,15,0,0,0,6,22
1856,1,73,12,0,1,6,7
1857,1,53,12,0,1,6,8
1858,0,81,3,0,1,6,9
1859,0,75,5,4,1,6,9
1860,0,40,0,4,1,6,10
1861,1,12,12,4,1,6,10
1862,1,54,0,4,1,6,11
1863,0,85,12,4,1,6,11
1864,1,39,1,4,1,6,12
1865,1,34,12,4,1,6,16
1866,0,13,3,4,1,6,16
1867,0,78,8,4,1,6,20
1868,0,58,12,4,2,6,8
1869,0,90,1,4,2,6,9
1870,1,80,1,4,2,6,9
1871,1,15,0,4,2,6,10
1872,1,49,0,4,2,6,10
1873,1,69,12,4,2,6,12
1874,1,69,8,4,2,6,12
1875,0,64,0,4,2,6,13
1876,0,76,3,4,2,6,13
1877,0,49,11,4,2,6,13
1878,1,79,0,4,2,6,14
1879,0,78,14,4,2,6,17
1880,0,27,11,4,2,6,17
1881,1,50,0,4,2,6,18
1882,1,92,0,0,2,6,21
1883,1,7,12,0,3,6,5
1884,1,42,12,4,3,6,6
1885,1,12,12,4,3,6,6
1886,0,40,12,4,3,6,10
1887,0,29,3,4,3,6,10
1888,1,90,0,4,4,6,6
1889,1,8,12,4,3,6,14
1890,1,78,12,4,3,6,14
1891,0,22,10,4,3,6,15
1892,1,24,1,4,3,6,16
1893,1,12,12,4,3,6,19
1894,1,92,12,4,3,6,19
1895,1,23,12,4,4,6,7
1896,1,12,12,4,4,6,8
1897,0,12,1,4,4,6,9
1898,1,37,0,4,4,6,10
1899,1,10,8,4,4,6,12
1900,0,86,1,4,4,6,12
1901,1,12,0,4,4,6,14
1902,1,49,0,4,4,6,14
1903,0,44,0,4,4,6,15
1904,0,53,0,4,4,6,15
1905,1,83,0,4,4,6,15
1906,0,55,0,4,4,6,16
1907,0,1,0,4,4,6,17
1908,0,74,0,4,4,6,18
1909,1,67,12,4,4,6,18
1910,1,12,1,4,5,6,1
1911,1,8,1,4,5,6,8
1912,0,23,12,4,5,6,12
1913,1,39,12,4,5,6,13
1914,0,53,0,4,5,6,14
1915,0,73,12,4,5,6,15
1916,1,13,7,4,5,6,16
1917,1,36,0,4,5,6,21
1918,0,1,1,0,6,6,5
1919,0,10,1,4,6,6,10
1920,1,45,1,4,6,6,15
1921,0,12,1,4,6,6,23
1922,0,13,0,4,0,6,14
1923,0,10,0,4,0,6,20
1924,1,45,8,4,1,6,6
1925,1,13,0,4,1,6,7
1926,0,25,3,4,1,6,7
1927,1,40,0,4,1,6,7
1928,1,9,0,4,1,6,8
1929,1,9,0,4,1,6,8
1930,0,78,1,4,1,6,12
1931,1,42,12,4,1,6,12
1932,1,67,0,4,1,6,14
1933,0,3,0,4,1,6,15
1934,1,23,0,4,1,6,16
1935,1,15,0,4,1,6,16
1936,1,12,12,4,1,6,18
1937,0,51,1,4,1,6,19
1938,0,39,0,4,1,6,20
1939,0,25,0,4,1,6,22
1940,0,12,12,4,1,6,22
1941,0,85,1,0,2,6,5
1942,0,24,12,0,2,6,6
1943,1,9,12,0,2,6,7
1944,1,37,0,4,2,6,7
1945,1,34,1,0,2,6,8
1946,1,12,1,0,2,6,9
1947,1,49,0,0,2,6,9
1948,1,31,1,0,2,6,9
1949,1,19,12,0,2,6,12
1950,0,78,12,4,2,6,12
1951,1,83,12,4,2,6,14
1952,1,12,0,4,2,6,14
1953,1,8,0,4,2,6,16
1954,0,31,0,4,4,6,14
1955,0,33,0,4,2,6,19
1956,1,23,12,0,3,6,7
1957,0,12,1,4,3,6,8
1958,0,23,14,4,3,6,9
1959,1,10,0,4,3,6,10
1960,0,9,12,4,3,6,13
1961,1,22,0,4,3,6,14
1962,1,31,0,4,3,6,15
1963,0,7,10,4,3,6,18
1964,0,51,3,4,3,6,18
1965,0,12,12,4,3,6,19
1966,1,75,0,4,3,6,22
1967,1,78,0,4,4,6,7
1968,1,1,7,4,4,6,8
1969,1,45,0,0,4,6,8
1970,1,46,12,0,4,6,13
1971,0,34,12,4,4,6,14
1972,1,50,12,4,4,6,15
1973,0,12,1,4,4,6,15
1974,0,78,3,4,4,6,15
1975,1,12,1,4,4,6,17
1976,0,81,1,4,4,6,17
1977,0,7,11,4,4,6,18
1978,1,67,0,4,4,6,19
1979,1,90,4,0,4,6,20
1980,1,12,1,4,4,6,20
1981,0,12,3,0,4,6,21
1982,0,14,0,0,4,6,22
1983,1,33,0,0,4,6,22
1984,1,9,1,0,4,6,22
1985,1,51,1,4,5,6,12
1986,0,73,11,4,5,6,14
1987,0,55,0,4,5,6,14
1988,1,34,0,4,5,6,19
1989,1,53,0,0,5,6,23
1990,0,50,7,4,6,6,7
1991,1,58,12,4,6,6,14
1992,1,84,12,4,6,6,14
1993,1,50,0,4,6,6,16
1994,2,78,10,4,6,6,19
1995,0,12,12,0,0,7,6
1996,0,69,12,0,0,7,8
1997,0,49,5,4,0,7,12
1998,0,75,1,4,0,7,13
1999,0,10,0,4,0,7,14
2000,1,12,0,4,0,7,14
2001,0,3,0,4,0,7,15
2002,0,14,3,4,0,7,16
2003,0,1,0,4,0,7,18
2004,1,49,12,4,0,7,19
2005,0,13,14,4,0,7,19
2006,0,39,7,4,0,7,20
2007,0,39,1,0,1,7,0
2008,1,57,12,4,1,7,8
2009,0,12,0,4,1,7,8
2010,0,81,0,4,1,7,8
2011,0,90,1,4,1,7,9
2012,1,30,12,4,1,7,14
2013,1,12,1,4,1,7,15
2014,1,69,12,4,1,7,15
2015,1,12,1,4,1,7,15
2016,0,66,1,4,1,7,16
2017,1,58,1,4,1,7,16
2018,1,69,12,4,1,7,17
2019,1,90,12,4,1,7,17
2020,1,85,12,4,1,7,19
2021,0,1,3,4,1,7,19
2022,0,22,11,0,2,7,4
2023,1,25,12,0,2,7,10
2024,1,55,8,4,2,7,11
2025,0,92,1,0,2,7,12
2026,0,31,1,4,2,7,13
2027,0,1,11,4,2,7,17
2028,0,49,5,4,2,7,17
2029,1,39,0,4,2,7,17
2030,0,14,1,4,2,7,18
2031,0,2,0,0,2,7,21
2032,1,78,7,4,2,7,22
2033,0,12,11,4,2,7,23
2034,1,73,1,4,3,7,7
2035,0,8,12,4,3,7,7
2036,0,39,5,4,3,7,8
2037,0,45,0,4,3,7,9
2038,1,49,12,4,3,7,10
2039,1,34,1,4,3,7,12
2040,1,39,12,4,3,7,13
2041,1,74,12,4,3,7,13
2042,1,81,0,4,3,7,15
2043,1,85,12,4,3,7,15
2044,1,12,1,4,3,7,15
2045,1,23,12,4,3,7,17
2046,0,52,12,4,3,7,17
2047,1,1,0,4,3,7,17
2048,1,25,0,4,3,7,18
2049,0,10,1,0,3,7,23
2050,0,51,0,4,4,7,7
2051,1,51,1,4,4,7,10
2052,0,43,12,4,4,7,11
2053,1,90,0,4,4,7,12
2054,0,13,12,4,4,7,13
2055,0,90,1,4,4,7,14
2056,1,11,0,4,4,7,18
2057,1,21,12,4,4,7,21
2058,0,48,12,4,4,7,23
2059,1,12,0,4,5,7,11
2060,1,12,0,4,5,7,12
2061,1,7,0,4,5,7,13
2062,1,7,0,4,5,7,16
2063,1,53,7,4,5,7,19
2064,1,37,0,4,5,7,19
2065,1,59,0,4,5,7,20
2066,1,15,12,4,5,7,22
2067,0,85,0,4,5,7,22
2068,0,87,3,4,5,7,23
2069,0,58,0,4,6,7,11
2070,1,89,8,4,6,7,12
2071,0,90,1,4,6,7,12
2072,1,58,0,4,6,7,14
2073,0,59,1,4,6,7,21
2074,0,1,12,4,0,7,8
2075,0,92,11,4,0,7,8
2076,0,90,1,4,0,7,11
2077,1,12,0,4,0,7,11
2078,0,23,1,4,0,7,15
2079,1,7,12,4,0,7,16
2080,0,7,1,4,0,7,17
2081,1,31,12,4,0,7,18
2082,1,28,8,4,1,7,10
2083,1,49,0,4,1,7,11
2084,0,25,1,4,1,7,11
2085,1,12,8,4,1,7,13
2086,1,34,0,4,1,7,14
2087,1,47,0,4,1,7,14
2088,1,31,0,4,1,7,16
2089,0,83,0,4,1,7,19
2090,1,25,11,4,2,7,5
2091,0,12,0,4,2,7,6
2092,0,66,12,4,2,7,7
2093,1,49,0,4,2,7,9
2094,0,69,3,4,2,7,9
2095,0,53,12,4,2,7,14
2096,0,73,1,4,2,7,14
2097,1,24,7,0,2,7,15
2098,1,12,1,4,2,7,15
2099,0,58,10,4,2,7,15
2100,0,58,0,4,2,7,15
2101,1,64,8,4,2,7,17
2102,1,23,0,4,2,7,17
2103,0,58,12,4,3,7,7
2104,0,37,0,4,3,7,7
2105,1,58,7,0,3,7,7
2106,0,12,1,4,3,7,8
2107,1,64,8,4,3,7,9
2108,1,23,12,4,3,7,9
2109,1,23,1,4,3,7,9
2110,0,87,0,0,3,7,9
2111,1,13,0,0,3,7,10
2112,0,49,12,4,3,7,10
2113,0,78,1,4,3,7,12
2114,1,1,1,4,3,7,14
2115,0,50,0,4,3,7,14
2116,0,58,1,4,3,7,14
2117,1,0,0,4,3,7,18
2118,1,49,0,4,3,7,18
2119,1,74,12,4,3,7,18
2120,1,10,1,4,3,7,19
2121,1,12,0,4,4,7,9
2122,0,13,3,4,4,7,10
2123,1,9,12,4,4,7,11
2124,1,46,0,4,4,7,15
2125,1,38,1,4,4,7,16
2126,1,69,0,4,4,7,17
2127,1,12,1,4,4,7,17
2128,0,12,1,4,5,7,1
2129,1,12,7,0,5,7,2
2130,0,27,0,4,5,7,11
2131,1,75,0,4,5,7,11
2132,0,74,1,4,5,7,12
2133,1,37,12,4,5,7,14
2134,1,73,1,4,5,7,16
2135,0,51,0,4,5,7,16
2136,1,78,12,4,5,7,17
2137,0,89,3,0,5,7,20
2138,1,12,12,0,5,7,20
2139,0,87,12,0,5,7,23
2140,1,7,1,0,6,7,2
2141,1,78,12,0,6,7,7
2142,1,38,0,0,6,7,11
2143,0,49,1,0,6,7,17
2144,0,45,8,4,6,7,21
2145,1,24,12,0,0,7,6
2146,0,12,0,4,0,7,9
2147,1,90,12,4,0,7,14
2148,1,49,12,4,0,7,14
2149,1,83,0,4,0,7,16
2150,0,78,10,4,0,7,18
2151,1,49,0,4,1,7,9
2152,0,75,3,4,1,7,12
2153,0,1,0,4,1,7,12
2154,1,1,1,4,1,7,14
2155,1,4,12,4,1,7,14
2156,1,85,1,4,1,7,16
2157,0,49,1,4,1,7,23
2158,0,54,12,4,2,7,6
2159,1,66,0,4,2,7,7
2160,0,69,12,4,2,7,8
2161,0,34,1,4,2,7,9
2162,0,12,12,4,2,7,10
2163,0,12,1,4,2,7,12
2164,0,49,10,4,2,7,12
2165,0,69,3,4,2,7,13
2166,1,83,12,4,2,7,13
2167,1,81,0,4,2,7,17
2168,0,9,12,4,2,7,18
2169,1,55,8,0,2,7,20
2170,0,78,1,4,2,7,20
2171,0,47,0,4,2,7,21
2172,0,92,12,0,2,7,21
2173,1,78,8,4,3,7,0
2174,1,58,0,4,3,7,7
2175,0,35,0,4,3,7,7
2176,0,88,1,4,3,7,9
2177,0,92,1,4,3,7,9
2178,0,12,12,4,3,7,9
2179,1,49,0,4,3,7,9
2180,1,81,1,4,3,7,10
2181,1,12,12,4,3,7,11
2182,1,1,0,4,3,7,12
2183,0,72,10,4,3,7,13
2184,0,23,12,4,3,7,14
2185,1,85,0,4,3,7,18
2186,1,42,0,4,3,7,19
2187,0,74,0,0,3,7,21
2188,0,23,0,4,4,7,7
2189,1,23,12,4,4,7,8
2190,1,7,12,0,4,7,9
2191,0,51,11,0,4,7,9
2192,1,46,0,4,4,7,12
2193,1,6,12,0,4,7,12
2194,1,78,1,0,4,7,13
2195,1,85,12,4,4,7,16
2196,0,12,0,4,4,7,18
2197,0,23,1,4,4,7,18
2198,1,12,12,4,4,7,19
2199,1,49,12,0,5,7,9
2200,0,45,1,0,5,7,10
2201,1,40,0,0,5,7,12
2202,1,3,12,0,5,7,16
2203,1,12,8,4,5,7,19
2204,1,44,1,0,5,7,19
2205,0,45,1,0,5,7,22
2206,1,12,0,0,5,7,22
2207,0,50,1,0,5,7,23
2208,0,69,1,4,6,7,10
2209,0,49,0,4,6,7,10
2210,1,12,1,4,6,7,14
2211,0,22,1,4,6,7,16
2212,0,90,1,4,6,7,17
2213,0,12,10,4,6,7,20
2214,0,49,12,4,6,7,20
2215,1,12,1,0,0,7,0
2216,1,13,12,4,0,7,7
2217,0,84,12,0,0,7,7
2218,0,58,0,0,0,7,7
2219,1,78,0,0,0,7,11
2220,1,90,1,0,0,7,12
2221,0,8,1,0,0,7,18
2222,1,39,6,4,0,7,18
2223,1,78,12,0,0,7,18
2224,1,12,0,0,0,7,19
2225,1,58,12,0,0,7,19
2226,1,75,0,0,0,7,20
2227,0,85,12,0,0,7,21
2228,0,45,11,0,0,7,21
2229,0,6,7,0,1,7,6
2230,1,69,12,0,1,7,7
2231,0,34,0,0,1,7,8
2232,0,81,3,4,1,7,14
2233,0,23,1,0,1,7,15
2234,0,49,10,4,1,7,16
2235,1,49,1,0,1,7,17
2236,0,12,3,0,1,7,18
2237,1,12,0,0,2,7,8
2238,1,51,0,0,2,7,9
2239,0,12,1,0,2,7,9
2240,0,53,12,0,2,7,11
2241,1,71,0,4,2,7,14
2242,0,69,11,4,2,7,17
2243,1,78,0,0,2,7,19
2244,1,85,12,0,2,7,22
2245,1,46,12,4,3,7,8
2246,0,12,0,4,3,7,9
2247,0,31,0,4,3,7,12
2248,0,25,12,4,3,7,12
2249,1,85,11,4,3,7,13
2250,0,34,10,4,3,7,14
2251,1,49,0,4,3,7,15
2252,1,92,0,0,3,7,16
2253,0,15,10,0,4,7,7
2254,1,12,0,4,4,7,8
2255,0,45,3,4,4,7,11
2256,0,50,12,0,4,7,12
2257,1,78,0,4,4,7,12
2258,1,49,12,0,4,7,12
2259,1,49,12,0,4,7,16
2260,0,87,11,0,4,7,17
2261,1,87,0,0,4,7,21
2262,0,85,12,4,5,7,0
2263,1,12,0,4,5,7,7
2264,0,23,3,0,5,7,11
2265,1,57,11,0,5,7,12
2266,1,12,12,4,5,7,12
2267,1,58,0,0,5,7,15
2268,0,59,12,0,5,7,17
2269,0,56,7,0,6,7,2
2270,1,12,8,4,6,7,3
2271,1,12,12,0,6,7,8
2272,0,31,0,4,6,7,14
2273,0,90,1,4,6,7,19
2274,0,90,1,0,6,7,20
2275,1,69,12,4,6,7,21
2276,0,63,10,0,6,7,22
2277,0,57,7,0,0,7,6
2278,0,45,0,4,0,7,6
2279,1,19,12,4,0,7,7
2280,1,7,0,4,0,7,9
2281,0,63,3,4,0,7,10
2282,1,1,0,4,0,7,10
2283,1,23,12,4,0,7,11
2284,0,12,1,4,0,7,11
2285,0,25,3,4,0,7,12
2286,1,75,0,4,0,7,14
2287,1,39,12,4,1,7,8
2288,0,39,13,4,1,7,8
2289,1,12,12,4,1,7,9
2290,1,12,0,4,1,7,9
2291,0,34,10,4,1,7,13
2292,1,84,1,0,1,7,16
2293,1,78,12,0,1,7,17
2294,0,9,3,4,1,7,18
2295,1,66,0,0,1,7,19
2296,0,10,3,0,1,7,20
2297,1,37,8,4,2,7,11
2298,1,10,12,4,2,7,11
2299,1,49,0,4,2,7,11
2300,0,42,1,4,2,7,11
2301,1,92,12,4,2,7,12
2302,0,7,3,4,2,7,15
2303,1,34,12,4,2,7,15
2304,0,51,10,4,2,7,15
2305,1,39,0,4,2,7,15
2306,1,43,11,4,2,7,16
2307,1,58,0,4,2,7,17
2308,0,39,1,4,2,7,17
2309,0,31,10,0,2,7,20
2310,0,58,0,4,3,8,7
2311,1,31,0,4,3,8,8
2312,0,74,1,4,3,8,11
2313,1,49,0,4,3,8,14
2314,1,51,0,4,3,8,16
2315,0,71,14,0,3,8,17
2316,1,49,0,0,3,8,18
2317,1,90,0,0,3,8,19
2318,0,75,1,4,4,8,8
2319,1,57,12,4,4,8,8
2320,1,83,0,4,4,8,8
2321,1,41,12,0,4,8,10
2322,0,49,3,0,4,8,10
2323,1,23,1,4,4,8,11
2324,0,8,12,4,4,8,13
2325,0,39,3,4,4,8,14
2326,1,37,12,4,4,8,14
2327,1,12,0,4,4,8,15
2328,1,49,0,4,4,8,15
2329,0,54,1,4,4,8,15
2330,0,78,0,4,4,8,16
2331,0,7,3,4,4,8,17
2332,1,24,12,4,4,8,18
2333,0,45,12,4,4,8,20
2334,1,25,12,4,5,8,10
2335,1,85,12,4,5,8,10
2336,1,12,12,4,5,8,10
2337,1,49,12,4,5,8,12
2338,1,37,1,4,5,8,13
2339,1,12,1,4,5,8,14
2340,0,11,1,4,5,8,22
2341,0,12,1,4,6,8,0
2342,0,10,10,4,6,8,9
2343,1,1,0,4,6,8,9
2344,1,92,0,4,6,8,12
2345,0,50,3,4,6,8,13
2346,0,8,11,0,6,8,13
2347,1,34,12,0,6,8,15
2348,0,31,10,4,6,8,16
2349,1,13,0,4,6,8,17
2350,0,74,1,4,6,8,20
2351,1,10,11,0,6,8,21
2352,0,73,3,4,6,8,23
2353,0,31,0,0,0,8,0
2354,0,12,12,4,0,8,1
2355,1,66,0,4,0,8,8
2356,1,23,0,4,0,8,12
2357,0,11,11,4,0,8,13
2358,1,14,0,4,0,8,16
2359,1,78,0,4,0,8,18
2360,0,1,1,4,0,8,20
2361,0,13,11,4,0,8,22
2362,0,87,12,4,1,8,5
2363,1,14,0,0,1,8,8
2364,1,1,1,4,1,8,9
2365,1,25,7,4,1,8,10
2366,1,9,1,4,2,8,9
2367,1,42,0,4,1,8,12
2368,0,81,8,4,1,8,12
2369,1,78,12,4,1,8,13
2370,1,12,12,4,1,8,13
2371,1,47,0,4,1,8,16
2372,1,13,0,4,1,8,16
2373,1,59,0,4,1,8,16
2374,0,13,2,4,1,8,17
2375,1,85,12,4,1,8,18
2376,1,15,0,4,1,8,20
2377,1,58,12,4,2,8,7
2378,1,58,0,4,2,8,7
2379,0,14,7,4,2,8,10
2380,0,19,5,4,2,8,10
2381,1,0,8,0,2,8,10
2382,0,23,13,0,2,8,12
2383,1,81,0,4,2,8,15
2384,0,53,0,4,2,8,15
2385,1,81,0,4,2,8,15
2386,0,12,0,4,2,8,16
2387,1,13,12,4,2,8,19
2388,0,55,0,0,2,8,20
2389,1,50,11,4,2,8,21
2390,0,24,0,4,3,8,6
2391,1,47,0,0,3,8,8
2392,1,12,0,0,3,8,8
2393,0,31,12,0,3,8,8
2394,0,78,0,0,3,8,8
2395,0,78,12,0,3,8,9
2396,0,12,12,0,3,8,9
2397,1,37,0,4,3,8,11
2398,1,12,12,0,3,8,11
2399,1,0,12,4,3,8,12
2400,1,51,12,4,3,8,12
2401,0,11,0,4,3,8,17
2402,1,34,0,4,3,8,18
2403,1,92,0,4,3,8,18
2404,0,36,0,4,3,8,20
2405,1,39,1,4,3,8,22
2406,0,22,11,4,3,8,23
2407,0,48,7,4,3,8,23
2408,0,45,14,0,4,8,7
2409,1,12,0,4,4,8,7
2410,1,49,0,4,4,8,8
2411,1,31,1,4,4,8,8
2412,0,12,1,4,4,8,9
2413,0,70,1,4,4,8,9
2414,1,2,1,4,4,8,12
2415,1,12,0,4,4,8,14
2416,1,50,1,4,4,8,14
2417,0,49,0,4,4,8,15
2418,1,13,0,4,4,8,16
2419,0,69,12,4,4,8,17
2420,1,23,0,4,4,8,18
2421,1,81,0,4,4,8,20
2422,0,88,3,4,4,8,20
2423,0,50,1,4,5,8,1
