,natureza_acidente,bairro,tipo,dia_da_semana,mes,ano,hora_bruta
3765,0,13,9,4,4,2018,13
3766,1,69,9,4,4,2018,14
3767,1,37,9,4,4,2018,14
3768,1,12,9,4,4,2018,15
3769,1,49,9,4,4,2018,15
3770,1,78,9,4,4,2018,16
3771,1,19,9,4,4,2018,16
3772,1,85,9,4,4,2018,18
3773,0,7,9,4,4,2018,18
3774,1,52,9,4,4,2018,19
3775,1,91,9,4,4,2018,19
3776,1,45,9,4,4,2018,19
3777,0,9,9,4,4,2018,20
3778,1,78,9,4,4,2018,20
3779,1,12,9,4,4,2018,20
3780,1,12,9,5,4,2018,1
3781,0,8,9,5,4,2018,4
3782,1,13,9,5,4,2018,5
3783,1,58,6,5,4,2018,6
3784,1,23,9,5,4,2018,7
3785,1,58,9,5,4,2018,10
3786,0,1,3,5,4,2018,10
3787,1,81,9,5,4,2018,11
3788,1,42,9,5,4,2018,11
3789,1,27,9,5,4,2018,11
3790,1,67,9,5,4,2018,12
3791,1,49,9,5,4,2018,12
3792,1,58,9,5,4,2018,12
3793,0,50,9,5,4,2018,18
3794,0,13,9,5,4,2018,18
3795,1,12,9,5,4,2018,19
3796,1,12,9,5,4,2018,19
3797,1,12,9,5,4,2018,20
3798,1,34,9,5,4,2018,21
3799,1,6,9,5,4,2018,21
3800,0,29,9,6,4,2018,5
3801,1,78,9,6,4,2018,7
3802,1,69,9,6,4,2018,7
3803,1,51,9,6,4,2018,8
3804,1,39,6,6,4,2018,9
3805,1,12,9,6,4,2018,9
3806,1,31,9,6,4,2018,9
3807,1,31,9,6,4,2018,10
3808,1,8,9,6,4,2018,11
3809,1,78,9,6,4,2018,12
3810,1,69,9,6,4,2018,12
3811,1,78,9,6,4,2018,15
3812,0,92,9,6,4,2018,17
3813,1,64,9,6,4,2018,18
3814,1,53,9,6,4,2018,19
3815,1,53,9,6,4,2018,19
3816,1,23,9,6,4,2018,20
3817,1,55,9,6,4,2018,21
3818,1,92,9,6,4,2018,21
3819,1,49,9,6,4,2018,22
3820,1,92,9,0,4,2018,0
3821,1,46,9,0,4,2018,7
3822,1,37,9,0,4,2018,7
3823,0,12,9,0,4,2018,7
3824,1,50,9,0,4,2018,8
3825,1,12,9,0,4,2018,9
3826,0,53,9,0,4,2018,9
3827,1,78,9,0,4,2018,9
3828,1,9,9,0,4,2018,10
3829,1,24,9,0,4,2018,10
3830,1,83,9,0,4,2018,11
3831,1,92,9,0,4,2018,12
3832,1,90,9,0,4,2018,12
3833,1,58,9,0,4,2018,13
3834,0,39,9,0,4,2018,13
3835,1,39,9,0,4,2018,13
3836,1,75,9,0,4,2018,13
3837,1,12,9,0,4,2018,13
3838,1,90,9,0,4,2018,14
3839,1,78,9,0,4,2018,14
3840,1,81,6,0,4,2018,16
3841,0,78,10,0,4,2018,17
3842,1,7,9,0,4,2018,18
3843,1,27,9,0,4,2018,21
3844,1,3,9,0,4,2018,21
3845,1,8,9,0,4,2018,22
3846,1,78,9,0,4,2018,23
3847,1,34,9,1,5,2018,2
3848,1,39,9,1,5,2018,2
3849,1,35,6,1,5,2018,3
3850,1,78,9,1,5,2018,3
3851,1,83,9,1,5,2018,6
3852,0,81,9,1,5,2018,8
3853,1,64,9,1,5,2018,11
3854,0,71,9,1,5,2018,12
3855,1,7,13,1,5,2018,12
3856,1,13,9,1,5,2018,12
3857,1,67,9,1,5,2018,13
3858,0,13,3,1,5,2018,14
3859,0,69,9,1,5,2018,15
3860,0,50,9,1,5,2018,17
3861,0,12,3,1,5,2018,18
3862,1,92,9,1,5,2018,19
3863,0,75,9,1,5,2018,20
3864,1,12,9,1,5,2018,20
3865,1,53,9,1,5,2018,21
3866,1,9,9,1,5,2018,22
3867,1,42,9,1,5,2018,23
3868,1,12,9,1,5,2018,23
3869,1,32,6,2,5,2018,0
3870,1,7,9,2,5,2018,5
3871,0,31,6,2,5,2018,5
3872,0,38,9,2,5,2018,6
3873,1,73,9,2,5,2018,7
3874,1,69,9,2,5,2018,7
3875,1,84,9,2,5,2018,7
3876,1,37,9,2,5,2018,7
3877,1,46,9,2,5,2018,8
3878,1,46,9,2,5,2018,8
3879,1,49,9,2,5,2018,8
3880,1,12,9,2,5,2018,8
3881,1,50,9,2,5,2018,8
3882,1,29,9,2,5,2018,9
3883,1,49,9,2,5,2018,9
3884,1,1,9,2,5,2018,10
3885,1,50,9,2,5,2018,10
3886,0,78,3,2,5,2018,11
3887,1,28,9,2,5,2018,11
3888,1,78,9,2,5,2018,12
3889,1,0,9,2,5,2018,12
3890,1,73,9,2,5,2018,12
3891,1,49,9,2,5,2018,13
3892,1,75,9,2,5,2018,13
3893,1,59,9,2,5,2018,14
3894,1,37,9,2,5,2018,14
3895,1,23,9,2,5,2018,14
3896,0,85,10,2,5,2018,14
3897,1,9,9,2,5,2018,15
3898,1,31,9,2,5,2018,15
3899,1,34,9,2,5,2018,15
3900,1,78,9,2,5,2018,16
3901,1,58,9,2,5,2018,16
3902,0,12,9,2,5,2018,17
3903,1,30,9,2,5,2018,17
3904,1,13,9,2,5,2018,17
3905,1,40,9,2,5,2018,18
3906,1,12,9,2,5,2018,18
3907,1,34,9,2,5,2018,18
3908,1,1,9,2,5,2018,18
3909,1,42,9,2,5,2018,19
3910,0,51,9,2,5,2018,19
3911,1,14,9,2,5,2018,19
3912,1,13,9,2,5,2018,19
3913,1,10,9,2,5,2018,19
3914,0,58,9,2,5,2018,19
3915,1,13,9,2,5,2018,19
3916,1,10,9,2,5,2018,20
3917,1,51,9,2,5,2018,20
3918,1,39,9,3,5,2018,7
3919,1,81,9,3,5,2018,7
3920,1,39,9,3,5,2018,7
3921,1,73,9,3,5,2018,8
3922,0,44,10,3,5,2018,8
3923,1,49,9,3,5,2018,8
3924,0,27,9,3,5,2018,8
3925,1,12,9,3,5,2018,8
3926,0,13,3,3,5,2018,9
3927,0,49,9,3,5,2018,9
3928,1,8,9,3,5,2018,9
3929,1,12,9,3,5,2018,9
3930,1,42,9,3,5,2018,10
3931,1,81,9,3,5,2018,11
3932,1,34,9,3,5,2018,11
3933,1,51,9,3,5,2018,11
3934,1,13,9,3,5,2018,11
3935,1,23,9,3,5,2018,12
3936,1,38,9,3,5,2018,12
3937,1,46,10,3,5,2018,12
3938,1,12,9,3,5,2018,13
3939,1,85,9,3,5,2018,13
3940,1,64,9,3,5,2018,13
3941,1,12,9,3,5,2018,14
3942,1,12,9,3,5,2018,14
3943,1,50,9,3,5,2018,14
3944,0,13,3,3,5,2018,15
3945,1,57,6,3,5,2018,15
3946,1,12,9,3,5,2018,16
3947,1,7,9,3,5,2018,16
3948,0,24,9,3,5,2018,17
3949,1,45,9,3,5,2018,17
3950,0,58,9,3,5,2018,18
3951,1,15,9,3,5,2018,18
3952,1,12,9,3,5,2018,18
3953,1,12,9,3,5,2018,18
3954,1,13,9,3,5,2018,19
3955,1,35,9,3,5,2018,19
3956,1,13,9,3,5,2018,19
3957,1,87,9,3,5,2018,20
3958,1,9,9,3,5,2018,20
3959,1,12,9,3,5,2018,21
3960,1,75,9,4,5,2018,9
3961,0,67,9,4,5,2018,9
3962,1,49,9,4,5,2018,9
3963,1,42,9,4,5,2018,10
3964,1,81,9,4,5,2018,10
3965,0,92,9,4,5,2018,10
3966,1,41,9,4,5,2018,11
3967,1,42,9,4,5,2018,11
3968,1,78,9,4,5,2018,12
3969,1,13,9,4,5,2018,12
3970,0,75,2,4,5,2018,12
3971,1,39,9,4,5,2018,13
3972,1,39,9,4,5,2018,13
3973,0,92,9,4,5,2018,13
3974,1,12,9,4,5,2018,13
3975,1,1,9,4,5,2018,13
3976,1,12,9,4,5,2018,13
3977,1,92,9,4,5,2018,13
3978,1,13,9,4,5,2018,13
3979,0,1,9,4,5,2018,14
3980,1,83,9,4,5,2018,14
3981,1,46,9,4,5,2018,14
3982,1,74,9,4,5,2018,14
3983,1,67,9,4,5,2018,15
3984,1,90,9,4,5,2018,15
3985,1,55,9,4,5,2018,16
3986,1,13,13,4,5,2018,16
3987,1,51,9,4,5,2018,16
3988,1,22,9,4,5,2018,17
3989,1,75,9,4,5,2018,18
3990,1,1,9,4,5,2018,19
3991,1,34,9,4,5,2018,19
3992,0,67,9,4,5,2018,20
3993,1,12,9,4,5,2018,21
3994,0,50,9,4,5,2018,21
3995,1,58,9,4,5,2018,22
3996,1,79,9,4,5,2018,23
3997,1,49,9,5,5,2018,6
3998,1,40,9,5,5,2018,6
3999,0,34,3,5,5,2018,7
4000,0,34,9,5,5,2018,9
4001,1,84,9,5,5,2018,9
4002,1,1,9,5,5,2018,10
4003,1,69,9,5,5,2018,10
4004,1,85,9,5,5,2018,11
4005,1,85,9,5,5,2018,12
4006,1,57,9,5,5,2018,12
4007,1,12,9,5,5,2018,12
4008,1,49,9,5,5,2018,13
4009,1,50,9,5,5,2018,14
4010,1,25,9,5,5,2018,14
4011,0,12,9,5,5,2018,15
4012,1,58,9,5,5,2018,16
4013,1,80,9,5,5,2018,16
4014,1,83,9,5,5,2018,16
4015,1,12,9,5,5,2018,19
4016,0,1,9,5,5,2018,19
4017,1,58,9,5,5,2018,19
4018,1,58,9,5,5,2018,20
4019,1,48,9,5,5,2018,21
4020,1,0,9,5,5,2018,21
4021,0,34,9,5,5,2018,22
4022,1,12,9,5,5,2018,23
4023,1,58,9,6,5,2018,0
4024,1,35,9,6,5,2018,0
4025,0,58,6,6,5,2018,1
4026,1,13,9,6,5,2018,2
4027,1,12,9,6,5,2018,5
4028,0,35,9,6,5,2018,5
4029,1,40,9,6,5,2018,7
4030,0,36,5,6,5,2018,8
4031,1,10,9,6,5,2018,9
4032,1,11,9,6,5,2018,9
4033,1,57,9,6,5,2018,10
4034,1,49,9,6,5,2018,11
4035,1,58,9,6,5,2018,12
4036,1,49,9,6,5,2018,13
4037,0,51,9,6,5,2018,14
4038,0,23,9,6,5,2018,14
4039,1,90,9,6,5,2018,15
4040,1,90,10,6,5,2018,17
4041,1,8,9,6,5,2018,19
4042,1,92,9,6,5,2018,22
4043,1,14,9,6,5,2018,23
4044,1,15,9,0,5,2018,0
4045,1,1,9,0,5,2018,4
4046,1,69,9,0,5,2018,6
4047,1,87,9,0,5,2018,7
4048,1,22,9,0,5,2018,7
4049,0,50,2,0,5,2018,7
4050,1,12,9,0,5,2018,8
4051,0,7,3,0,5,2018,8
4052,1,7,9,0,5,2018,8
4053,1,55,9,0,5,2018,9
4054,0,12,3,0,5,2018,9
4055,1,52,9,0,5,2018,10
4056,1,75,9,0,5,2018,12
4057,1,58,9,0,5,2018,12
4058,1,49,9,0,5,2018,12
4059,1,7,9,0,5,2018,12
4060,1,90,9,0,5,2018,12
4061,0,1,3,0,5,2018,14
4062,1,74,9,0,5,2018,14
4063,1,78,6,0,5,2018,15
4064,0,66,9,0,5,2018,15
4065,1,49,9,0,5,2018,16
4066,0,34,9,0,5,2018,17
4067,1,85,13,0,5,2018,18
4068,1,48,9,0,5,2018,19
4069,1,58,9,0,5,2018,19
4070,1,49,13,0,5,2018,19
4071,1,39,9,0,5,2018,19
4072,1,49,9,0,5,2018,19
4073,1,13,9,0,5,2018,22
4074,0,13,10,1,5,2018,7
4075,0,92,3,1,5,2018,7
4076,1,7,9,1,5,2018,7
4077,0,12,9,1,5,2018,7
4078,1,51,9,1,5,2018,7
4079,1,12,9,1,5,2018,7
4080,1,49,9,1,5,2018,8
4081,1,1,9,1,5,2018,9
4082,1,51,9,1,5,2018,9
4083,1,12,9,1,5,2018,9
4084,1,12,9,1,5,2018,10
4085,1,34,9,1,5,2018,11
4086,1,81,9,1,5,2018,11
4087,1,90,9,1,5,2018,11
4088,1,46,9,1,5,2018,13
4089,1,91,9,1,5,2018,13
4090,1,85,9,1,5,2018,13
4091,1,69,13,1,5,2018,14
4092,1,90,9,1,5,2018,15
4093,1,34,9,1,5,2018,16
4094,1,51,9,1,5,2018,16
4095,1,13,9,1,5,2018,16
4096,1,1,9,1,5,2018,17
4097,1,81,9,1,5,2018,17
4098,1,63,9,1,5,2018,17
4099,1,49,9,1,5,2018,17
4100,1,24,9,1,5,2018,18
4101,0,46,9,1,5,2018,18
4102,1,81,9,1,5,2018,18
4103,1,24,9,1,5,2018,19
4104,1,89,9,1,5,2018,19
4105,0,1,9,1,5,2018,20
4106,1,58,9,1,5,2018,22
4107,1,90,9,1,5,2018,22
4108,1,37,9,2,5,2018,1
4109,1,24,9,2,5,2018,7
4110,1,51,9,2,5,2018,8
4111,1,0,9,2,5,2018,8
4112,1,42,9,2,5,2018,8
4113,1,69,9,2,5,2018,8
4114,1,67,9,2,5,2018,8
4115,1,34,9,2,5,2018,8
4116,1,78,9,2,5,2018,9
4117,0,49,9,2,5,2018,9
4118,1,69,9,2,5,2018,9
4119,1,27,9,2,5,2018,9
4120,0,8,9,2,5,2018,9
4121,1,51,9,2,5,2018,9
4122,1,81,9,2,5,2018,10
4123,1,58,9,2,5,2018,10
4124,1,12,9,2,5,2018,11
4125,0,49,9,2,5,2018,11
4126,1,81,9,2,5,2018,11
4127,1,49,9,2,5,2018,11
4128,1,13,9,2,5,2018,12
4129,1,13,9,2,5,2018,12
4130,0,12,9,2,5,2018,12
4131,0,34,9,2,5,2018,12
4132,0,78,10,2,5,2018,12
4133,1,41,9,2,5,2018,13
4134,1,12,9,2,5,2018,14
4135,1,42,9,2,5,2018,14
4136,1,12,13,2,5,2018,15
4137,1,13,9,2,5,2018,15
4138,1,28,9,2,5,2018,16
4139,1,34,9,2,5,2018,17
4140,1,78,9,2,5,2018,17
4141,1,58,9,2,5,2018,18
4142,1,81,9,2,5,2018,18
4143,1,79,13,2,5,2018,18
4144,1,78,9,2,5,2018,19
4145,1,45,9,2,5,2018,19
4146,1,58,9,2,5,2018,19
4147,1,58,9,2,5,2018,21
4148,1,87,9,3,5,2018,0
4149,1,31,9,3,5,2018,7
4150,1,1,9,3,5,2018,7
4151,0,12,9,3,5,2018,8
4152,0,24,9,3,5,2018,8
4153,1,49,9,3,5,2018,8
4154,0,45,9,3,5,2018,8
4155,1,34,9,3,5,2018,9
4156,1,49,9,3,5,2018,10
4157,1,49,9,3,5,2018,10
4158,1,85,9,3,5,2018,10
4159,1,13,9,3,5,2018,11
4160,1,7,6,3,5,2018,11
4161,1,47,9,3,5,2018,11
4162,1,78,9,3,5,2018,12
4163,1,50,9,3,5,2018,13
4164,1,39,9,3,5,2018,13
4165,1,71,13,3,5,2018,13
4166,1,12,9,3,5,2018,13
4167,1,1,9,3,5,2018,16
4168,1,12,9,3,5,2018,16
4169,0,6,9,3,5,2018,17
4170,1,85,9,3,5,2018,17
4171,1,37,13,3,5,2018,18
4172,1,85,9,3,5,2018,18
4173,1,85,9,3,5,2018,18
4174,1,49,9,3,5,2018,19
4175,1,81,9,3,5,2018,19
4176,1,48,9,3,5,2018,19
4177,1,49,9,3,5,2018,19
4178,1,31,9,3,5,2018,19
4179,1,12,9,3,5,2018,19
4180,1,50,9,3,5,2018,19
4181,1,46,9,3,5,2018,21
4182,0,1,9,3,5,2018,22
4183,0,51,9,3,5,2018,22
4184,0,1,9,4,5,2018,2
4185,1,49,9,4,5,2018,6
4186,1,12,9,4,5,2018,6
4187,1,10,9,4,5,2018,6
4188,0,31,9,4,5,2018,6
4189,0,10,9,4,5,2018,7
4190,1,19,6,4,5,2018,7
4191,1,12,9,4,5,2018,7
4192,1,31,9,4,5,2018,7
4193,1,50,9,4,5,2018,8
4194,1,58,9,4,5,2018,8
4195,0,42,9,4,5,2018,8
4196,0,69,9,4,5,2018,9
4197,1,58,9,4,5,2018,9
4198,1,49,9,4,5,2018,9
4199,1,69,9,4,5,2018,10
4200,1,64,9,4,5,2018,10
4201,1,12,9,4,5,2018,11
4202,1,78,9,4,5,2018,11
4203,1,58,9,4,5,2018,11
4204,1,50,9,4,5,2018,11
4205,1,34,9,4,5,2018,11
4206,1,1,9,4,5,2018,12
4207,1,50,9,4,5,2018,13
4208,1,58,9,4,5,2018,13
4209,1,58,9,4,5,2018,13
4210,0,81,9,4,5,2018,13
4211,1,49,9,4,5,2018,15
4212,1,22,9,4,5,2018,15
4213,1,12,9,4,5,2018,16
4214,1,78,9,4,5,2018,16
4215,1,51,9,4,5,2018,16
4216,1,12,9,4,5,2018,16
4217,1,12,9,4,5,2018,16
4218,1,8,9,4,5,2018,17
4219,1,92,9,4,5,2018,17
4220,1,15,9,4,5,2018,18
4221,0,49,9,4,5,2018,18
4222,1,90,9,4,5,2018,18
4223,1,12,9,4,5,2018,18
4224,1,1,9,4,5,2018,18
4225,1,12,9,4,5,2018,18
4226,1,12,9,4,5,2018,18
4227,1,12,9,4,5,2018,18
4228,1,22,9,4,5,2018,19
4229,1,49,9,4,5,2018,19
4230,1,69,9,4,5,2018,19
4231,1,23,6,4,5,2018,19
4232,1,1,9,4,5,2018,19
4233,1,69,9,4,5,2018,20
4234,1,12,9,4,5,2018,20
4235,1,12,9,4,5,2018,21
4236,1,84,9,4,5,2018,21
4237,1,78,9,4,5,2018,21
4238,0,45,9,4,5,2018,22
4239,1,47,9,4,5,2018,23
4240,1,50,9,4,5,2018,23
4241,1,87,13,5,5,2018,1
4242,0,13,9,5,5,2018,8
4243,1,34,9,5,5,2018,9
4244,1,49,9,5,5,2018,9
4245,1,75,9,5,5,2018,9
4246,1,25,9,5,5,2018,9
4247,0,69,9,5,5,2018,10
4248,1,42,9,5,5,2018,10
4249,0,13,9,5,5,2018,10
4250,1,45,9,5,5,2018,11
4251,1,51,9,5,5,2018,11
4252,1,12,9,5,5,2018,11
4253,1,74,9,5,5,2018,12
4254,1,50,9,5,5,2018,12
4255,0,20,9,5,5,2018,12
4256,1,34,9,5,5,2018,12
4257,1,78,9,5,5,2018,13
4258,1,39,9,5,5,2018,13
4259,1,46,9,5,5,2018,14
4260,1,49,9,5,5,2018,15
4261,1,58,9,5,5,2018,15
4262,1,66,9,5,5,2018,16
4263,1,12,9,5,5,2018,17
4264,1,50,9,5,5,2018,18
4265,0,53,9,5,5,2018,18
4266,1,50,9,5,5,2018,19
4267,1,14,9,5,5,2018,20
4268,0,81,9,5,5,2018,23
4269,0,8,9,6,5,2018,2
4270,1,40,9,6,5,2018,8
4271,1,12,6,6,5,2018,11
4272,0,59,9,6,5,2018,12
4273,1,12,9,6,5,2018,13
4274,0,37,9,6,5,2018,13
4275,1,64,9,6,5,2018,14
4276,1,52,9,6,5,2018,14
4277,1,7,9,6,5,2018,15
4278,0,45,9,6,5,2018,16
4279,1,17,6,6,5,2018,16
4280,0,74,9,6,5,2018,18
4281,1,12,9,6,5,2018,19
4282,1,10,9,6,5,2018,21
4283,0,23,6,0,5,2018,2
4284,0,63,3,0,5,2018,6
4285,1,78,9,0,5,2018,6
4286,0,51,9,0,5,2018,8
4287,0,8,9,0,5,2018,9
4288,1,49,9,0,5,2018,9
4289,1,81,9,0,5,2018,9
4290,1,47,9,0,5,2018,10
4291,1,12,9,0,5,2018,11
4292,1,78,9,0,5,2018,11
4293,1,49,9,0,5,2018,12
4294,1,34,9,0,5,2018,15
4295,1,48,9,0,5,2018,15
4296,1,15,9,0,5,2018,15
4297,1,55,9,0,5,2018,15
4298,1,69,9,0,5,2018,15
4299,1,69,9,0,5,2018,15
4300,1,73,9,0,5,2018,15
4301,1,90,9,0,5,2018,16
4302,1,58,9,0,5,2018,17
4303,1,78,9,0,5,2018,18
4304,1,58,9,0,5,2018,18
4305,1,1,9,0,5,2018,18
4306,1,78,9,0,5,2018,19
4307,1,51,9,0,5,2018,20
4308,1,81,9,0,5,2018,21
4309,1,46,9,1,5,2018,6
4310,1,82,9,1,5,2018,6
4311,1,78,9,1,5,2018,7
4312,0,12,9,1,5,2018,9
4313,0,10,9,1,5,2018,9
4314,1,86,9,1,5,2018,9
4315,1,25,9,1,5,2018,10
4316,1,47,9,1,5,2018,10
4317,1,50,9,1,5,2018,10
4318,1,31,9,1,5,2018,11
4319,1,85,9,1,5,2018,12
4320,1,73,9,1,5,2018,12
4321,1,87,9,1,5,2018,12
4322,1,49,9,1,5,2018,13
4323,1,42,9,1,5,2018,13
4324,1,25,9,1,5,2018,13
4325,1,74,9,1,5,2018,13
4326,1,49,9,1,5,2018,14
4327,1,58,9,1,5,2018,14
4328,1,12,9,1,5,2018,15
4329,1,66,9,1,5,2018,17
4330,1,58,9,1,5,2018,17
4331,1,12,9,1,5,2018,18
4332,1,49,9,1,5,2018,18
4333,1,58,9,1,5,2018,19
4334,1,40,9,1,5,2018,19
4335,1,58,9,1,5,2018,19
4336,1,12,9,1,5,2018,19
4337,1,12,13,1,5,2018,19
4338,1,87,9,1,5,2018,20
4339,0,34,9,1,5,2018,21
4340,1,12,9,1,5,2018,21
4341,0,69,9,2,5,2018,5
4342,0,63,3,2,5,2018,8
4343,0,12,9,2,5,2018,8
4344,1,28,9,2,5,2018,9
4345,1,49,9,2,5,2018,9
4346,1,42,9,2,5,2018,9
4347,1,45,9,2,5,2018,9
4348,0,40,9,2,5,2018,9
4349,1,12,9,2,5,2018,10
4350,1,34,9,2,5,2018,10
4351,0,22,9,2,5,2018,10
4352,1,90,9,2,5,2018,11
4353,0,47,9,2,5,2018,11
4354,1,45,9,2,5,2018,11
4355,1,39,9,2,5,2018,11
4356,1,23,9,2,5,2018,12
4357,1,13,9,2,5,2018,12
4358,1,42,9,2,5,2018,13
4359,1,58,9,2,5,2018,14
4360,1,1,9,2,5,2018,14
4361,1,89,9,2,5,2018,15
4362,1,42,9,2,5,2018,15
4363,1,58,9,2,5,2018,15
4364,0,71,9,2,5,2018,15
4365,1,87,9,2,5,2018,15
4366,1,81,9,2,5,2018,15
4367,0,12,9,2,5,2018,16
4368,1,50,9,2,5,2018,16
4369,1,1,9,2,5,2018,16
4370,1,12,9,2,5,2018,17
4371,1,58,9,2,5,2018,18
4372,1,64,9,2,5,2018,18
4373,1,13,9,2,5,2018,18
4374,1,81,9,2,5,2018,19
4375,1,49,9,2,5,2018,19
4376,0,85,9,2,5,2018,21
4377,1,12,13,2,5,2018,21
4378,0,12,9,2,5,2018,21
4379,1,12,9,2,5,2018,22
4380,1,50,9,3,5,2018,8
4381,0,49,3,3,5,2018,8
4382,1,81,9,3,5,2018,8
4383,0,58,9,3,5,2018,8
4384,1,46,9,3,5,2018,9
4385,1,12,9,3,5,2018,10
4386,1,69,9,3,5,2018,10
4387,1,13,9,3,5,2018,11
4388,1,47,9,3,5,2018,12
4389,1,28,9,3,5,2018,13
4390,1,1,9,3,5,2018,13
4391,1,8,9,3,5,2018,14
4392,1,69,9,3,5,2018,14
4393,1,58,9,3,5,2018,14
4394,1,75,9,3,5,2018,14
4395,1,12,9,3,5,2018,15
4396,1,87,9,3,5,2018,16
4397,0,34,2,3,5,2018,16
4398,1,0,9,3,5,2018,17
4399,1,81,9,3,5,2018,17
4400,0,58,3,3,5,2018,17
4401,0,9,2,3,5,2018,17
4402,1,34,9,3,5,2018,18
4403,1,50,9,3,5,2018,19
4404,0,21,9,3,5,2018,19
4405,0,23,9,3,5,2018,19
4406,1,23,9,3,5,2018,19
4407,1,45,9,4,5,2018,6
4408,1,14,9,4,5,2018,6
4409,0,13,9,4,5,2018,8
4410,1,31,9,4,5,2018,8
4411,1,31,9,4,5,2018,8
4412,1,37,9,4,5,2018,8
4413,1,12,9,4,5,2018,9
4414,0,47,9,4,5,2018,9
4415,1,8,9,4,5,2018,11
4416,0,46,9,4,5,2018,12
4417,1,58,9,4,5,2018,12
4418,1,46,9,4,5,2018,12
4419,1,12,9,4,5,2018,13
4420,1,12,9,4,5,2018,13
4421,1,69,9,4,5,2018,14
4422,1,55,9,4,5,2018,14
4423,1,24,9,4,5,2018,14
4424,1,45,9,4,5,2018,14
4425,0,14,9,4,5,2018,15
4426,1,12,9,4,5,2018,15
4427,1,50,9,4,5,2018,15
4428,1,78,9,4,5,2018,16
4429,1,23,9,4,5,2018,16
4430,1,67,9,4,5,2018,16
4431,1,29,9,4,5,2018,16
4432,1,22,9,4,5,2018,16
4433,0,12,9,4,5,2018,16
4434,0,1,10,4,5,2018,17
4435,1,83,9,4,5,2018,17
4436,1,1,9,4,5,2018,17
4437,1,42,9,4,5,2018,18
4438,0,45,9,4,5,2018,18
4439,1,49,9,4,5,2018,19
4440,1,90,9,4,5,2018,19
4441,1,84,9,4,5,2018,20
4442,1,42,9,4,5,2018,21
4443,1,12,9,5,5,2018,4
4444,1,52,9,5,5,2018,6
4445,0,19,2,5,5,2018,7
4446,1,66,9,5,5,2018,8
4447,1,66,9,5,5,2018,8
4448,1,8,9,5,5,2018,9
4449,0,40,9,5,5,2018,10
4450,1,1,9,5,5,2018,11
4451,0,24,9,5,5,2018,11
4452,1,42,9,5,5,2018,12
4453,1,6,9,5,5,2018,12
4454,1,22,9,5,5,2018,14
4455,1,81,9,5,5,2018,16
4456,1,63,9,5,5,2018,16
4457,1,34,9,5,5,2018,17
4458,1,73,9,5,5,2018,17
4459,0,48,9,5,5,2018,18
4460,1,60,9,5,5,2018,18
4461,1,12,9,5,5,2018,20
4462,1,51,9,5,5,2018,22
4463,1,1,9,6,5,2018,6
4464,1,1,9,6,5,2018,8
4465,1,12,9,6,5,2018,11
4466,0,78,9,6,5,2018,12
4467,1,12,9,6,5,2018,12
4468,1,31,9,6,5,2018,12
4469,1,58,9,6,5,2018,19
4470,1,35,9,6,5,2018,19
4471,1,75,9,6,5,2018,19
4472,1,12,9,6,5,2018,21
4473,1,12,9,0,5,2018,1
4474,1,12,9,0,5,2018,5
4475,1,85,9,0,5,2018,7
4476,0,54,9,0,5,2018,8
4477,1,69,9,0,5,2018,8
4478,1,12,9,0,5,2018,8
4479,1,1,9,0,5,2018,8
4480,0,49,3,0,5,2018,9
4481,0,12,9,0,5,2018,9
4482,1,40,9,0,5,2018,9
4483,1,25,9,0,5,2018,9
4484,1,36,9,0,5,2018,10
4485,1,34,9,0,5,2018,11
4486,1,13,9,0,5,2018,11
4487,0,45,9,0,5,2018,11
4488,1,49,9,0,5,2018,11
4489,1,42,9,0,5,2018,12
4490,0,46,9,0,5,2018,13
4491,1,79,9,0,5,2018,13
4492,1,69,9,0,5,2018,14
4493,1,92,9,0,5,2018,14
4494,0,1,9,0,5,2018,14
4495,1,45,9,0,5,2018,15
4496,0,81,6,0,5,2018,15
4497,1,75,9,0,5,2018,15
4498,1,73,9,0,5,2018,15
4499,1,22,6,0,5,2018,15
4500,0,1,9,0,5,2018,16
4501,1,78,9,0,5,2018,16
4502,1,66,9,0,5,2018,17
4503,1,7,6,0,5,2018,17
4504,0,12,9,0,5,2018,17
4505,0,58,9,0,5,2018,17
4506,1,34,9,0,5,2018,17
4507,1,13,9,0,5,2018,17
4508,0,46,13,0,5,2018,18
4509,1,24,9,0,5,2018,18
4510,0,39,9,0,5,2018,18
4511,1,50,9,0,5,2018,18
4512,0,1,9,0,5,2018,19
4513,1,12,9,0,5,2018,20
4514,1,45,9,1,5,2018,7
4515,1,49,9,1,5,2018,7
4516,1,78,9,1,5,2018,8
4517,1,10,9,1,5,2018,8
4518,1,12,9,1,5,2018,8
4519,1,12,9,1,5,2018,9
4520,1,69,9,1,5,2018,10
4521,1,87,9,1,5,2018,11
4522,1,78,9,1,5,2018,11
4523,1,78,9,1,5,2018,11
4524,1,34,9,1,5,2018,13
4525,1,85,9,1,5,2018,13
4526,1,49,9,1,5,2018,14
4527,1,46,9,1,5,2018,14
4528,1,75,9,1,5,2018,16
4529,1,23,9,1,5,2018,16
4530,1,9,9,1,5,2018,18
4531,1,12,9,1,5,2018,18
4532,1,73,9,1,5,2018,18
4533,0,7,9,1,5,2018,18
4534,1,23,9,1,5,2018,19
4535,0,55,6,1,5,2018,19
4536,1,8,9,1,5,2018,19
4537,1,57,13,1,5,2018,19
4538,1,87,9,2,5,2018,5
4539,0,8,9,2,5,2018,7
